hardware_filter,method_id,family,dataset_id,target_regime,modality,count,mean,std,min,max,hardware_mismatch_count,gpu_devices,hardware_profiles
all,supervised,Baseline,citeseer,R1,graph,6,1.0881273333333332,2.215081411452831,0.178744,5.609628,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,supervised,Baseline,cora,R1,graph,6,1.4010996666666669,2.866925829347573,0.212724,7.253123,0,Tesla V100-SXM2-32GB|Unknown,auto
all,supervised,Baseline,pubmed,R1,graph,6,1.0838871666666667,2.27377472842614,0.152509,5.725203,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,dynamic_label_propagation,Classical transductive,citeseer,R1,graph,6,0.4246206666666667,0.20078074710555957,0.340594,0.83445,0,Unknown,auto
all,dynamic_label_propagation,Classical transductive,cora,R1,graph,6,0.6154000000000001,0.20281561039229698,0.498235,1.025139,0,Unknown,auto
all,dynamic_label_propagation,Classical transductive,pubmed,R1,graph,6,52.80353716666667,0.193630689329369,52.661019,53.186917,0,Unknown,auto
all,graph_mincuts,Classical transductive,citeseer,R1,graph,6,0.17203483333333336,0.22859606514147765,0.077385,0.63865,0,CPU,auto
all,graph_mincuts,Classical transductive,cora,R1,graph,6,0.20275949999999998,0.3472757754435227,0.056949,0.911592,0,CPU,auto
all,graph_mincuts,Classical transductive,pubmed,R1,graph,6,0.20022766666666666,0.23412346668684594,0.102502,0.678064,0,CPU,auto
all,graphhop,Classical transductive,citeseer,R1,graph,6,10.739639333333335,0.8078725700350682,10.313897,12.373323,0,Unknown,auto
all,graphhop,Classical transductive,cora,R1,graph,6,15.916367666666666,0.8163104535294567,15.427346,17.563873,0,Unknown,auto
all,graphhop,Classical transductive,pubmed,R1,graph,6,17.513680666666666,8.988608622923298,11.039874,29.05982,0,Unknown,auto
all,label_propagation,Classical transductive,citeseer,R1,graph,6,0.18673266666666666,0.14068337506993023,0.128239,0.473893,0,Unknown,auto
all,label_propagation,Classical transductive,cora,R1,graph,6,0.210381,0.15788456611714774,0.141617,0.532404,0,Unknown,auto
all,label_propagation,Classical transductive,pubmed,R1,graph,6,0.18329533333333334,0.14804653209132143,0.121333,0.485481,0,Unknown,auto
all,label_spreading,Classical transductive,citeseer,R1,graph,6,0.16866516666666667,0.14944107281924426,0.106843,0.473706,0,Unknown,auto
all,label_spreading,Classical transductive,cora,R1,graph,6,0.19138616666666666,0.16707840843079236,0.113547,0.531098,0,Unknown,auto
all,label_spreading,Classical transductive,pubmed,R1,graph,6,0.164965,0.15474779693811475,0.10101,0.48084,0,Unknown,auto
all,lazy_random_walk,Classical transductive,citeseer,R1,graph,6,0.1887735,0.2826195790215179,0.059017,0.764703,0,Unknown,auto
all,lazy_random_walk,Classical transductive,cora,R1,graph,6,0.22805283333333334,0.22203816180415173,0.113532,0.680299,0,Unknown,auto
all,lazy_random_walk,Classical transductive,pubmed,R1,graph,6,1.764563,0.2614095735102293,1.642502,2.297844,0,Unknown,auto
all,mean_teacher,Consistency,citeseer,R1,graph,6,1.2425033333333333,2.275391797186644,0.310389,5.887126,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,mean_teacher,Consistency,cora,R1,graph,6,1.8717429999999997,2.867480342718394,0.697956,7.724955,0,Tesla V100-SXM2-32GB|Unknown,auto
all,mean_teacher,Consistency,pubmed,R1,graph,6,1.2019221666666666,2.258496097123873,0.275301,5.812045,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,pi_model,Consistency,citeseer,R1,graph,6,1.206744,2.2277756766299426,0.293493,5.754161,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,pi_model,Consistency,cora,R1,graph,6,1.8161001666666674,2.8827128618449955,0.628965,7.700387,0,Tesla V100-SXM2-32GB|Unknown,auto
all,pi_model,Consistency,pubmed,R1,graph,6,1.195150333333333,2.242867436974523,0.277669,5.773383,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,temporal_ensembling,Consistency,citeseer,R1,graph,6,1.2936198333333333,2.3318867637568013,0.337494,6.053556,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,temporal_ensembling,Consistency,cora,R1,graph,6,1.8881924999999997,2.809532546590891,0.738052,7.623124,0,Tesla V100-SXM2-32GB|Unknown,auto
all,temporal_ensembling,Consistency,pubmed,R1,graph,6,1.2357003333333336,2.2606430905677852,0.310105,5.850214,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,vat,Consistency,citeseer,R1,graph,6,1.2466241666666666,2.183308204226459,0.351695,5.703281,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,vat,Consistency,cora,R1,graph,6,1.963811,2.8056793956657273,0.815491,7.690879,0,Tesla V100-SXM2-32GB|Unknown,auto
all,vat,Consistency,pubmed,R1,graph,6,1.2552481666666668,2.2525689814227148,0.33405,5.853284,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,appnp,GNN,citeseer,R1,graph,6,0.9654303333333333,0.7822730724747379,0.417251,2.542449,0,Unknown,auto
all,appnp,GNN,cora,R1,graph,6,1.3120135,0.8757222129663607,0.529873,2.998961,0,Unknown,auto
all,appnp,GNN,pubmed,R1,graph,6,0.9529455000000002,0.8587744028532174,0.411737,2.650809,0,Unknown,auto
all,chebnet,GNN,citeseer,R1,graph,6,0.9615048333333333,0.8051590256639782,0.513178,2.567616,0,Unknown,auto
all,chebnet,GNN,cora,R1,graph,6,0.9350459999999999,1.004570532154313,0.457143,2.980987,0,Unknown,auto
all,chebnet,GNN,pubmed,R1,graph,6,1.190221,1.066983573441316,0.507719,3.294471,0,Unknown,auto
all,gat,GNN,citeseer,R1,graph,6,1.1124325,0.7162431607066834,0.587021,2.538954,0,Unknown,auto
all,gat,GNN,cora,R1,graph,6,1.7534786666666669,1.1184479275727892,1.018591,3.989188,0,Unknown,auto
all,gat,GNN,pubmed,R1,graph,6,1.5218858333333334,0.9163449404793844,0.940515,3.357392,0,Unknown,auto
all,gcn,GNN,citeseer,R1,graph,6,0.6452363333333333,0.9708829040879577,0.214373,2.625807,0,Unknown,auto
all,gcn,GNN,cora,R1,graph,6,0.8253333333333335,0.9258129669039349,0.275534,2.692274,0,Unknown,auto
all,gcn,GNN,pubmed,R1,graph,6,0.7131635,0.8665282990552012,0.21534,2.46437,0,Unknown,auto
all,gcnii,GNN,citeseer,R1,graph,6,1.5134458333333332,1.3926568360460398,0.806358,4.346105,0,Unknown,auto
all,gcnii,GNN,cora,R1,graph,6,3.4993184999999998,0.6681597471846834,2.589301,3.976478,0,Unknown,auto
all,gcnii,GNN,pubmed,R1,graph,6,2.166952833333333,0.9504489636281196,1.481554,3.966404,0,Unknown,auto
all,grafn,GNN,citeseer,R1,graph,6,1.1790770000000002,0.9834487007233269,0.657918,3.160014,0,Unknown,auto
all,grafn,GNN,cora,R1,graph,6,2.585168833333333,1.4265913946138074,1.104703,4.854565,0,Unknown,auto
all,grafn,GNN,pubmed,R1,graph,6,1.7464671666666665,0.9312772987490712,0.897322,3.177954,0,Unknown,auto
all,grand,GNN,citeseer,R1,graph,6,3.7733003333333333,1.0680134694232402,3.002905,5.55425,0,Unknown,auto
all,grand,GNN,cora,R1,graph,6,3.218355666666667,0.9900923121126973,2.301657,4.916278,0,Unknown,auto
all,grand,GNN,pubmed,R1,graph,6,4.039922,1.1498540629469465,2.732264,5.733887,0,Unknown,auto
all,graphsage,GNN,citeseer,R1,graph,6,0.6863828333333332,0.8180412529219823,0.28264,2.34664,0,Unknown,auto
all,graphsage,GNN,cora,R1,graph,6,0.8949628333333335,0.9352639383173965,0.29616,2.750049,0,Unknown,auto
all,graphsage,GNN,pubmed,R1,graph,6,0.8405480000000001,0.9157353134057897,0.31832,2.679595,0,Unknown,auto
all,h_gcn,GNN,citeseer,R1,graph,6,4.315947833333333,1.1471943260461877,3.026611,5.722027,0,Unknown,auto
all,h_gcn,GNN,cora,R1,graph,6,2.4898443333333327,1.3105526107645837,1.307929,4.778017,0,Unknown,auto
all,h_gcn,GNN,pubmed,R1,graph,6,30.123020166666663,1.139977961434241,28.915754,31.731282,0,Unknown,auto
all,n_gcn,GNN,citeseer,R1,graph,6,12.5680645,0.6319739118358443,12.093902,13.825897,0,Unknown,auto
all,n_gcn,GNN,cora,R1,graph,6,5.9046365,1.0781871802398224,5.39799,8.101346,0,Unknown,auto
all,n_gcn,GNN,pubmed,R1,graph,6,78.41728566666667,6.274187659260075,70.79555,84.681152,0,Unknown,auto
all,planetoid,GNN,citeseer,R1,graph,6,40.306030166666666,1.729431643060509,39.50691,43.830634,0,Unknown,auto
all,planetoid,GNN,cora,R1,graph,6,176.501924,26.541329108429395,165.519589,230.678635,0,Unknown,auto
all,planetoid,GNN,pubmed,R1,graph,6,292.83088999999995,2.307098682605422,289.874448,294.762157,0,Unknown,auto
all,sgc,GNN,citeseer,R1,graph,6,0.48475466666666667,0.8604961960603118,0.132122,2.241232,0,Unknown,auto
all,sgc,GNN,cora,R1,graph,6,2.7829298333333337,5.9727234036597885,0.322568,14.974611,0,Unknown,auto
all,sgc,GNN,pubmed,R1,graph,6,0.49517866666666666,0.8366205026805563,0.133584,2.201987,0,Unknown,auto
all,adamatch,Hybrid,citeseer,R1,graph,6,17.9745225,43.226280353099696,0.32355,106.209797,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,adamatch,Hybrid,cora,R1,graph,6,30.500072166666666,72.98258703148815,0.699962,179.475154,0,Tesla V100-SXM2-32GB|Unknown,auto
all,adamatch,Hybrid,pubmed,R1,graph,6,4.443867,10.146399322554402,0.295771,25.155117,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,comatch,Hybrid,citeseer,R1,graph,6,1.4658621666666667,2.494348662821412,0.444583,6.557429,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,comatch,Hybrid,cora,R1,graph,6,2.227990666666667,2.9759831968391666,1.005209,8.302685,0,Tesla V100-SXM2-32GB|Unknown,auto
all,comatch,Hybrid,pubmed,R1,graph,6,1.354881,2.3054078475963427,0.411571,6.060771,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,daso,Hybrid,citeseer,R1,graph,6,1.345072166666667,2.2747598091330357,0.413563,5.988404,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,daso,Hybrid,cora,R1,graph,6,2.0820740000000004,2.8576020345760536,0.91005,7.915122,0,Tesla V100-SXM2-32GB|Unknown,auto
all,daso,Hybrid,pubmed,R1,graph,6,1.2960423333333333,2.316619891803976,0.348672,6.024821,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,defixmatch,Hybrid,citeseer,R1,graph,6,1.3246886666666664,2.351410031318032,0.362346,6.124481,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,defixmatch,Hybrid,cora,R1,graph,6,2.0308905000000004,2.83754507802211,0.863696,7.822979,0,Tesla V100-SXM2-32GB|Unknown,auto
all,defixmatch,Hybrid,pubmed,R1,graph,6,1.2706133333333334,2.2232033011164467,0.360095,5.808707,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,fixmatch,Hybrid,citeseer,R1,graph,6,1.2128144999999997,2.2099321692806546,0.308723,5.723818,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,fixmatch,Hybrid,cora,R1,graph,6,1.8856376666666665,2.9623335788984786,0.664677,7.932429,0,Tesla V100-SXM2-32GB|Unknown,auto
all,fixmatch,Hybrid,pubmed,R1,graph,6,1.1999283333333335,2.2580847488289426,0.276741,5.809223,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,flexmatch,Hybrid,citeseer,R1,graph,6,1.2363615,2.2420595279301345,0.310084,5.812917,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,flexmatch,Hybrid,cora,R1,graph,6,1.8857453333333332,2.8293736438203183,0.713602,7.661127,0,Tesla V100-SXM2-32GB|Unknown,auto
all,flexmatch,Hybrid,pubmed,R1,graph,6,1.2023166666666667,2.2564931245161524,0.273898,5.808338,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,free_match,Hybrid,citeseer,R1,graph,6,1.3037361666666667,2.2807530110873833,0.370311,5.959301,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,free_match,Hybrid,cora,R1,graph,6,2.054794,2.8576046738881846,0.883864,7.887849,0,Tesla V100-SXM2-32GB|Unknown,auto
all,free_match,Hybrid,pubmed,R1,graph,6,1.3297106666666665,2.363039197205638,0.359446,6.1532,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,meta_pseudo_labels,Hybrid,citeseer,R1,graph,6,1.3713798333333334,2.2289922091892933,0.458323,5.921288,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,meta_pseudo_labels,Hybrid,cora,R1,graph,6,2.2947031666666664,2.8003604101414816,1.145064,8.010906,0,Tesla V100-SXM2-32GB|Unknown,auto
all,meta_pseudo_labels,Hybrid,pubmed,R1,graph,6,1.3698474999999999,2.271755552185732,0.437753,6.007038,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,mixmatch,Hybrid,citeseer,R1,graph,6,1.2216628333333333,2.205311995443676,0.318801,5.723232,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,mixmatch,Hybrid,cora,R1,graph,6,1.8933626666666667,2.8568928297780904,0.725148,7.724969,0,Tesla V100-SXM2-32GB|Unknown,auto
all,mixmatch,Hybrid,pubmed,R1,graph,6,1.2479433333333334,2.331531948236924,0.294498,6.007162,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,noisy_student,Hybrid,citeseer,R1,graph,6,1.1993716666666667,2.1875816207941283,0.302835,5.664743,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,noisy_student,Hybrid,cora,R1,graph,6,1.8129026666666668,2.764753989338702,0.6775,7.456428,0,Tesla V100-SXM2-32GB|Unknown,auto
all,noisy_student,Hybrid,pubmed,R1,graph,6,1.2156593333333334,2.242650262991059,0.291214,5.793412,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,simclr_v2,Hybrid,citeseer,R1,graph,6,1.2826953333333333,2.4773292832505462,0.265673,6.3395,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,simclr_v2,Hybrid,cora,R1,graph,6,1.5935050000000002,2.865693064589856,0.415933,7.443066,0,Tesla V100-SXM2-32GB|Unknown,auto
all,simclr_v2,Hybrid,pubmed,R1,graph,6,1.1932036666666668,2.3171508615199543,0.24487,5.923066,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,softmatch,Hybrid,citeseer,R1,graph,6,1.2391213333333335,2.2498629999937925,0.317245,5.831628,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,softmatch,Hybrid,cora,R1,graph,6,1.883311,2.864548016423115,0.701565,7.730508,0,Tesla V100-SXM2-32GB|Unknown,auto
all,softmatch,Hybrid,pubmed,R1,graph,6,1.227868,2.2601946153900108,0.301419,5.841467,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,uda,Hybrid,citeseer,R1,graph,6,1.2296993333333333,2.2011204009742555,0.319666,5.722692,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,uda,Hybrid,cora,R1,graph,6,1.799269,2.760732007045813,0.667788,7.434583,0,Tesla V100-SXM2-32GB|Unknown,auto
all,uda,Hybrid,pubmed,R1,graph,6,1.2035105,2.2307227469777366,0.289447,5.756947,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,adsh,Margin-based inductive,citeseer,R1,graph,6,1.3728879999999999,2.444983167675475,0.370022,6.363678,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,adsh,Margin-based inductive,cora,R1,graph,6,2.0473331666666668,2.940198076446852,0.831653,8.048883,0,Tesla V100-SXM2-32GB|Unknown,auto
all,adsh,Margin-based inductive,pubmed,R1,graph,6,1.2830151666666667,2.3356004223854234,0.325895,6.050531,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,laplace_learning,PDE/Variational,citeseer,R1,graph,6,0.18617966666666666,0.22505240067563526,0.093505,0.645561,0,Unknown,auto
all,laplace_learning,PDE/Variational,cora,R1,graph,6,0.22637183333333333,0.33145087046041477,0.082457,0.9028,0,Unknown,auto
all,laplace_learning,PDE/Variational,pubmed,R1,graph,6,0.6074726666666667,0.2703754302178115,0.494349,1.159338,0,Unknown,auto
all,p_laplace_learning,PDE/Variational,citeseer,R1,graph,6,234.52788299999997,45.62513057522115,182.539542,310.20065,0,CPU,auto
all,p_laplace_learning,PDE/Variational,cora,R1,graph,6,796.2196654999999,119.89077852744218,662.34632,934.437541,0,CPU,auto
all,p_laplace_learning,PDE/Variational,pubmed,R1,graph,6,2944.5401573333334,9.784257608118859,2934.184246,2963.250381,0,CPU,auto
all,poisson_learning,PDE/Variational,citeseer,R1,graph,6,0.26803333333333335,0.03682036321204161,0.222336,0.335515,0,Unknown,auto
all,poisson_learning,PDE/Variational,cora,R1,graph,6,0.7804793333333332,0.4668853017033912,0.429754,1.631764,0,Unknown,auto
all,poisson_learning,PDE/Variational,pubmed,R1,graph,6,0.26326466666666665,0.09835645696072357,0.182075,0.450229,0,Unknown,auto
all,poisson_mbo,PDE/Variational,citeseer,R1,graph,6,2.238477,0.10577497992625667,2.151417,2.405218,0,CPU,auto
all,poisson_mbo,PDE/Variational,cora,R1,graph,6,4.872763166666666,0.4041667009061567,4.571682,5.644813,0,CPU,auto
all,poisson_mbo,PDE/Variational,pubmed,R1,graph,6,12.385570666666668,0.029919619380377408,12.352374,12.427945,0,CPU,auto
all,co_training,Wrappers,citeseer,R1,graph,6,3.7871493333333333,2.3716966858650927,2.774724,8.627951,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,co_training,Wrappers,cora,R1,graph,6,6.131684500000001,3.3290999007995383,4.162018,12.847086,0,Tesla V100-SXM2-32GB|Unknown,auto
all,co_training,Wrappers,pubmed,R1,graph,6,3.6778625,2.357270571225607,2.460964,8.468795,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,deep_co_training,Wrappers,citeseer,R1,graph,6,1.565461,2.2045257701862324,0.659984,6.065426,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,deep_co_training,Wrappers,cora,R1,graph,6,2.9585135,3.036858741057262,1.711914,9.157471,0,Tesla V100-SXM2-32GB|Unknown,auto
all,deep_co_training,Wrappers,pubmed,R1,graph,6,1.5695949999999999,2.2618317750353585,0.643012,6.186536,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,democratic_co_learning,Wrappers,citeseer,R1,graph,6,4.661605,2.6183176434032602,2.886031,9.803421,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,democratic_co_learning,Wrappers,cora,R1,graph,6,6.363351166666667,4.591953458800793,4.043092,15.699802,0,Tesla V100-SXM2-32GB|Unknown,auto
all,democratic_co_learning,Wrappers,pubmed,R1,graph,6,2.6411706666666666,2.5696650824126217,0.893207,7.757357,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,pseudo_label,Wrappers,citeseer,R1,graph,6,1.2028843333333334,2.2610220114199393,0.279211,5.818176,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,pseudo_label,Wrappers,cora,R1,graph,6,1.5191168333333334,2.8246061763293246,0.353144,7.284716,0,Tesla V100-SXM2-32GB|Unknown,auto
all,pseudo_label,Wrappers,pubmed,R1,graph,6,1.1654863333333332,2.2511826967830633,0.243397,5.760691,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,self_training,Wrappers,citeseer,R1,graph,6,1.194697,2.2193251836222645,0.279541,5.72486,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,self_training,Wrappers,cora,R1,graph,6,1.5139569999999996,2.798408521194431,0.367726,7.226177,0,Tesla V100-SXM2-32GB|Unknown,auto
all,self_training,Wrappers,pubmed,R1,graph,6,1.1566345,2.232021071346841,0.244477,5.712728,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,setred,Wrappers,citeseer,R1,graph,6,1.1890028333333331,2.2448147524279514,0.26941,5.771204,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,setred,Wrappers,cora,R1,graph,6,1.5355854999999998,2.8445803629750204,0.368044,7.342049,0,Tesla V100-SXM2-32GB|Unknown,auto
all,setred,Wrappers,pubmed,R1,graph,6,1.161276,2.23937956819687,0.245571,5.73239,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,tri_training,Wrappers,citeseer,R1,graph,6,3.6822139999999997,3.1293259094899653,1.168458,9.852298,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,tri_training,Wrappers,cora,R1,graph,6,5.734684333333334,2.6490984161949642,3.502799,10.292038,0,Tesla V100-SXM2-32GB|Unknown,auto
all,tri_training,Wrappers,pubmed,R1,graph,6,2.5310349999999997,2.281931523999351,1.180579,7.083755,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,trinet,Wrappers,citeseer,R1,graph,6,1.7536106666666667,2.2464337475072496,0.835673,6.339124,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,trinet,Wrappers,cora,R1,graph,6,2.3734181666666667,2.846954736945104,1.191246,8.184682,0,Tesla V100-SXM2-32GB|Unknown,auto
all,trinet,Wrappers,pubmed,R1,graph,6,1.5644388333333332,2.3847407322358056,0.58186,6.432206,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,supervised,Baseline,adult,R1,tabular,6,0.9381996666666668,1.571861605852076,0.295331,4.146747,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,supervised,Baseline,breast_cancer,R1,tabular,6,0.9444723333333335,1.977524866009494,0.131967,4.981064,0,Tesla V100-SXM2-32GB|Unknown,auto
all,supervised,Baseline,iris,R1,tabular,6,0.7565511666666667,1.6244126055961787,0.092153,4.072368,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,dynamic_label_propagation,Classical transductive,adult,R1,tabular,6,765.9005733333333,1.7565534584162774,764.163842,769.307064,0,Unknown,auto
all,dynamic_label_propagation,Classical transductive,breast_cancer,R1,tabular,6,0.6305253333333333,1.1931073306878415,0.125747,3.065867,0,Unknown,auto
all,dynamic_label_propagation,Classical transductive,iris,R1,tabular,6,0.45320350000000004,0.9229132065674973,0.07178,2.337072,0,Unknown,auto
all,graph_mincuts,Classical transductive,adult,R1,tabular,6,0.6790688333333333,0.8637974331861416,0.30588,2.440583,0,CPU,auto
all,graph_mincuts,Classical transductive,breast_cancer,R1,tabular,6,0.5253123333333335,1.106845378317074,0.061707,2.784466,0,CPU,auto
all,graphhop,Classical transductive,adult,R1,tabular,6,17.777864333333337,7.667071901129367,11.484208,32.171787,0,Unknown,auto
all,graphhop,Classical transductive,breast_cancer,R1,tabular,6,15.050360500000002,1.8880354717246979,13.980228,18.828455,0,Unknown,auto
all,graphhop,Classical transductive,iris,R1,tabular,6,11.940780666666667,2.1225326869800303,9.965818,14.062511,0,Unknown,auto
all,label_propagation,Classical transductive,adult,R1,tabular,6,0.7305930000000002,0.9024817763961773,0.343196,2.572482,0,Unknown,auto
all,label_propagation,Classical transductive,breast_cancer,R1,tabular,6,0.5558695,1.1837965110487105,0.068765,2.972273,0,Unknown,auto
all,label_propagation,Classical transductive,iris,R1,tabular,6,0.4646088333333333,0.8872655679712622,0.10091,2.275731,0,Unknown,auto
all,label_spreading,Classical transductive,adult,R1,tabular,6,0.641126,0.868390412092165,0.28205,2.413714,0,Unknown,auto
all,label_spreading,Classical transductive,breast_cancer,R1,tabular,6,0.5503396666666667,1.1727756816304926,0.066978,2.944251,0,Unknown,auto
all,label_spreading,Classical transductive,iris,R1,tabular,6,0.4460638333333333,0.8941619319775176,0.079224,2.271261,0,Unknown,auto
all,lazy_random_walk,Classical transductive,adult,R1,tabular,6,5.325244499999999,0.971440724361245,4.92354,7.308169,0,Unknown,auto
all,lazy_random_walk,Classical transductive,breast_cancer,R1,tabular,6,0.5973711666666667,1.2877882661972686,0.064449,3.226012,0,Unknown,auto
all,mean_teacher,Consistency,adult,R1,tabular,6,37.945327,1.6912100522865865,36.865294,41.325863,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,mean_teacher,Consistency,breast_cancer,R1,tabular,6,1.6861463333333333,2.0399143749596615,0.840125,5.850041,0,Tesla V100-SXM2-32GB|Unknown,auto
all,mean_teacher,Consistency,iris,R1,tabular,6,0.8515786666666667,1.619577061279477,0.186585,4.157523,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,pi_model,Consistency,adult,R1,tabular,6,36.102221500000006,1.6923043782166085,35.185284,39.541758,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,pi_model,Consistency,breast_cancer,R1,tabular,6,1.6970063333333334,2.1053329793234767,0.830698,5.994492,0,Tesla V100-SXM2-32GB|Unknown,auto
all,pi_model,Consistency,iris,R1,tabular,6,0.8544301666666664,1.6512854579395306,0.179537,4.225102,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,temporal_ensembling,Consistency,adult,R1,tabular,6,41.662923166666666,1.5795139133475737,40.733638,44.782016,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,temporal_ensembling,Consistency,breast_cancer,R1,tabular,6,1.794885,2.043345211352991,0.938352,5.96577,0,Tesla V100-SXM2-32GB|Unknown,auto
all,temporal_ensembling,Consistency,iris,R1,tabular,6,0.8859120000000001,1.6535777028951497,0.207588,4.261259,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,vat,Consistency,adult,R1,tabular,6,48.610835,1.8673947938844648,47.555872,52.389521,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,vat,Consistency,breast_cancer,R1,tabular,6,1.9699708333333332,2.1503882661603617,1.062362,6.359177,0,Tesla V100-SXM2-32GB|Unknown,auto
all,vat,Consistency,iris,R1,tabular,6,0.8967299999999998,1.6322140493313981,0.22802,4.228472,0,NVIDIA A100-SXM4-80GB|Unknown,auto
all,appnp,GNN,adult,R1,tabular,6,15.24015733333333,2.293907220420362,13.615233,19.855903,0,Unknown,auto
all,appnp,GNN,breast_cancer,R1,tabular,6,1.6046634999999998,2.073227023875653,0.502943,5.761244,0,Unknown,auto
all,appnp,GNN,iris,R1,tabular,6,1.0389788333333334,1.6273655659834292,0.342158,4.360608,0,Unknown,auto
all,chebnet,GNN,adult,R1,tabular,6,1.3454313333333332,1.7253340321355362,0.605839,4.866951,0,Unknown,auto
all,chebnet,GNN,breast_cancer,R1,tabular,6,1.2455855,2.066904120177494,0.322337,5.456318,0,Unknown,auto
all,chebnet,GNN,iris,R1,tabular,6,0.8999771666666665,1.6051818845042347,0.234763,4.176512,0,Unknown,auto
all,gat,GNN,adult,R1,tabular,6,5.423408000000001,8.551949397170636,1.773505,22.878371,0,Unknown,auto
all,gat,GNN,breast_cancer,R1,tabular,6,1.8690584999999997,1.9836952561023833,0.83552,5.890846,0,Unknown,auto
all,gat,GNN,iris,R1,tabular,6,1.3031545,1.6539082042235296,0.599201,4.678427,0,Unknown,auto
all,gcn,GNN,adult,R1,tabular,6,1.16553,1.7157867029069784,0.451248,4.667809,0,Unknown,auto
all,gcn,GNN,breast_cancer,R1,tabular,6,1.2329130000000001,2.077015872141472,0.24721,5.461067,0,Unknown,auto
all,gcn,GNN,iris,R1,tabular,6,0.8671178333333334,1.6616385392990154,0.171614,4.258722,0,Unknown,auto
all,gcnii,GNN,adult,R1,tabular,6,4.522427166666667,1.7265093321707148,3.476002,8.004101,0,Unknown,auto
all,gcnii,GNN,breast_cancer,R1,tabular,6,2.1888563333333333,1.9861796498424473,1.23706,6.220518,0,Unknown,auto
all,gcnii,GNN,iris,R1,tabular,6,1.603541833333333,1.730379021339246,0.759209,5.132269,0,Unknown,auto
all,grafn,GNN,adult,R1,tabular,6,4.126827333333333,2.899514700629928,2.217432,9.987884,0,Unknown,auto
all,grafn,GNN,breast_cancer,R1,tabular,6,1.7498483333333334,2.158791093335589,0.775843,6.15114,0,Unknown,auto
